month,n_questions,avg_body_len,avg_score,accept_rate,answered_rate,unique_askers
"2019-01-01 00:00:00","61","1502.8032786885246","1.5081967213114753","0.540983","0.852459","54"
"2019-02-01 00:00:00","73","1796.4794520547946","1.1232876712328768","0.630136","0.821917","62"
"2019-03-01 00:00:00","55","1370.1818181818182","1.6181818181818182","0.4","0.90909","54"
"2019-04-01 00:00:00","84","1837.3095238095239","1.0714285714285714","0.404761","0.857142","72"
"2019-05-01 00:00:00","57","2141.8245614035086","0.5964912280701754","0.385964","0.877192","54"
"2019-06-01 00:00:00","54","1869.8703703703704","2.5185185185185186","0.462962","0.944444","49"
"2019-07-01 00:00:00","72","2149.3333333333335","1.4027777777777777","0.486111","0.875","60"
"2019-08-01 00:00:00","51","1498.1568627450981","1.2745098039215685","0.529411","0.823529","46"
"2019-09-01 00:00:00","75","1930.9466666666667","1.7333333333333334","0.466666","0.866666","70"
"2019-10-01 00:00:00","70","1993.2857142857142","0.44285714285714284","0.328571","0.8","64"
"2019-11-01 00:00:00","81","1900.0864197530864","0.8641975308641975","0.45679","0.691358","73"
"2019-12-01 00:00:00","69","1560.5217391304348","0.8840579710144928","0.391304","0.811594","64"
"2020-01-01 00:00:00","62","2135.1774193548385","0.8387096774193549","0.354838","0.774193","60"
"2020-02-01 00:00:00","74","2278.5675675675675","0.918918918918919","0.364864","0.675675","67"
"2020-03-01 00:00:00","65","1648.446153846154","0.8615384615384616","0.384615","0.8","61"
"2020-04-01 00:00:00","65","2094.646153846154","0.9230769230769231","0.353846","0.815384","59"
"2020-05-01 00:00:00","77","1174.7272727272727","0.2597402597402597","0.298701","0.77922","67"
"2020-06-01 00:00:00","72","2412.8055555555557","0.7083333333333334","0.236111","0.722222","65"
"2020-07-01 00:00:00","81","1938.5061728395062","0.43209876543209874","0.382716","0.777777","67"
"2020-08-01 00:00:00","63","2210.3968253968255","0.6349206349206349","0.365079","0.746031","57"
"2020-09-01 00:00:00","74","1855.8243243243244","0.5675675675675675","0.418918","0.756756","63"
"2020-10-01 00:00:00","60","1871.45","0.55","0.5","0.75","55"
"2020-11-01 00:00:00","60","1730.75","0.7666666666666667","0.383333","0.716666","58"
"2020-12-01 00:00:00","64","1884.015625","0.53125","0.5","0.859375","58"
"2021-01-01 00:00:00","73","1668.0821917808219","0.9726027397260274","0.287671","0.767123","63"
"2021-02-01 00:00:00","54","2344.0925925925926","0.7037037037037037","0.388888","0.87037","46"
"2021-03-01 00:00:00","88","2015.7613636363637","0.7272727272727273","0.318181","0.761363","83"
"2021-04-01 00:00:00","58","1734.3103448275863","0.43103448275862066","0.5","0.810344","53"
"2021-05-01 00:00:00","70","1748.2","0.8857142857142857","0.342857","0.728571","62"
"2021-06-01 00:00:00","65","2146.4153846153845","0.5230769230769231","0.415384","0.830769","55"
"2021-07-01 00:00:00","55","1884.4727272727273","0.36363636363636365","0.4","0.727272","49"
"2021-08-01 00:00:00","63","1507.7460317460318","0.6984126984126984","0.349206","0.714285","55"
"2021-09-01 00:00:00","41","1431.6341463414635","0.6097560975609756","0.268292","0.780487","37"
"2021-10-01 00:00:00","55","2011.2727272727273","0.3090909090909091","0.381818","0.836363","51"
"2021-11-01 00:00:00","63","2133.3968253968255","1.380952380952381","0.269841","0.746031","55"
"2021-12-01 00:00:00","63","2492.6666666666665","0.47619047619047616","0.31746","0.761904","59"
"2022-01-01 00:00:00","71","2358.478873239437","0.8732394366197183","0.323943","0.732394","64"
"2022-02-01 00:00:00","60","1752.9666666666667","0.4","0.3","0.716666","55"
"2022-03-01 00:00:00","82","1380.2926829268292","0.6707317073170732","0.353658","0.780487","74"
"2022-04-01 00:00:00","49","2242.469387755102","0.3877551020408163","0.265306","0.836734","47"
"2022-05-01 00:00:00","58","1750.5172413793102","0.7931034482758621","0.448275","0.827586","53"
"2022-06-01 00:00:00","52","1863.0192307692307","0.7307692307692307","0.346153","0.788461","50"
"2022-07-01 00:00:00","46","2375.608695652174","0.9565217391304348","0.456521","0.782608","42"
"2022-08-01 00:00:00","58","1872.103448275862","0.6551724137931034","0.362068","0.793103","56"
"2022-09-01 00:00:00","58","2770.137931034483","0.8275862068965517","0.327586","0.741379","53"
"2022-10-01 00:00:00","50","1944.4","0.4","0.44","0.78","47"
"2022-11-01 00:00:00","57","2056.8596491228072","0.5964912280701754","0.350877","0.771929","51"
"2022-12-01 00:00:00","50","2296.04","0.58","0.24","0.74","45"
"2023-01-01 00:00:00","62","2289.3064516129034","0.41935483870967744","0.419354","0.790322","55"
"2023-02-01 00:00:00","58","2322.637931034483","0.4827586206896552","0.275862","0.706896","49"
"2023-03-01 00:00:00","52","2952.576923076923","0.4423076923076923","0.384615","0.75","48"
"2023-04-01 00:00:00","43","2673.2093023255816","0.4418604651162791","0.325581","0.674418","41"
"2023-05-01 00:00:00","55","2044.581818181818","0.6363636363636364","0.345454","0.672727","53"
"2023-06-01 00:00:00","66","2264.8333333333335","0.5454545454545454","0.257575","0.696969","65"
"2023-07-01 00:00:00","48","3528.0625","0.4583333333333333","0.395833","0.791666","45"
"2023-08-01 00:00:00","41","2079","0.3902439024390244","0.268292","0.658536","39"
"2023-09-01 00:00:00","62","1995.8225806451612","0.45161290322580644","0.403225","0.838709","50"
"2023-10-01 00:00:00","46","2356.1739130434785","0.5217391304347826","0.391304","0.695652","44"
"2023-11-01 00:00:00","48","2382.875","0.4375","0.208333","0.5625","42"
"2023-12-01 00:00:00","39","2776.4358974358975","0.6410256410256411","0.25641","0.641025","35"
"2024-01-01 00:00:00","34","4299.029411764706","0.7058823529411765","0.323529","0.823529","32"
"2024-02-01 00:00:00","52","2431.6153846153848","0.4423076923076923","0.26923","0.692307","48"
"2024-03-01 00:00:00","47","2293.340425531915","0.44680851063829785","0.255319","0.74468","46"
"2024-04-01 00:00:00","40","1697.025","0.2","0.375","0.8","37"
"2024-05-01 00:00:00","42","3191.3571428571427","0.7142857142857143","0.238095","0.595238","38"
"2024-06-01 00:00:00","35","3457.4857142857145","0.9428571428571428","0.257142","0.628571","32"
"2024-07-01 00:00:00","42","3311.285714285714","0.9523809523809523","0.428571","0.690476","40"
"2024-08-01 00:00:00","35","2490.7714285714287","0.8285714285714286","0.228571","0.8","34"
"2024-09-01 00:00:00","23","2949.608695652174","0.782608695652174","0.391304","0.869565","21"
"2024-10-01 00:00:00","27","3866.4814814814813","0.7407407407407407","0.296296","0.703703","26"
"2024-11-01 00:00:00","27","2776.1481481481483","0.7037037037037037","0.296296","0.74074","26"
"2024-12-01 00:00:00","28","4117.857142857143","0.9285714285714286","0.357142","0.571428","27"
